Index,School,Smith,Mei,Type,Nagasa,Sori,Moto,Saki,Nakago,Ana,Length,Hori,Authentication,Province,Period,References,Description,Attachments,Tags,MediaAttachments
1152,Rai,Kunimitsu,Mumei [来国光],Wakizashi,31,0.1,3.1,NA,Ubu,2,9,Hori,Juyo 48,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,Denrai - Matsudaira Family,NA,JT-48-1-018,"[""/documents/juyo48/JT-48-1-018 Rai Kunimitsu.jpg"",""/documents/juyo48/JT-48-1-018 Rai Kunimitsu.pdf""]"
1153,Rai,Kunimitsu,来国光,Wakizashi,30.6,0.3,3,NA,Ubu,2,10.6,Hi,Juyo 3,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 201, TB 229, JNZ, KANHI2",Denrai - Kishu Tokugawa Family,NA,,
1154,Rai,Kunimitsu,来国光,Tanto,30,NA,NA,NA,Ubu,3,NA,Hori,"Juyo Bijutsuhin, Private Osaka",Yamashiro,Late Kamakura - Early Nanbokucho,JUBI,NA,NA,,
1155,Rai,Kunimitsu,来国光,Tanto,30,0,2.5,NA,Suriage,4,9.5,Hori,Juyo 25,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1156,Rai,Kunimitsu,来国光,Tanto,29.9,NA,2.8,NA,Ubu,1,10.4,Hi,"Juyo 20, Tokubetsu Juyo 12",Yamashiro,Late Kamakura - Early Nanbokucho,"TB 174, TB 422k, JNZ, TJNZ, KANHI1",Denrai - Date Family,NA,,
1157,Rai,Kunimitsu,来国光[Shumei 寛永十年折紙],Tanto,29.2,0,2.7,NA,Ubu,3,8.7,Hori,"Juyo 20, Tokubetsu Juyo 6",Yamashiro,Late Kamakura - Early Nanbokucho,"TB 176, JNZ, TJNZ",NA,Honami Origami,,
1158,Rai,Kunimitsu,来国光,Tanto,29.2,0.2,2.8,NA,Ubu,3,10,Hori,Juyo 40,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,"Sayagaki, Sayagaki",,
1159,Rai,Kunimitsu,来国光,Tanto,29.2,0,2.8,NA,Ubu,3,10.9,Hori,XX,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 168k, TB 218, TB 456k, KKZ, KANHI1, KANHI3",NA,NA,,
1160,Rai,Kunimitsu,来国光,Tanto,29.1,NA,NA,NA,Ubu,3,NA,Hori,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 296,NA,NA,,
1161,Rai,Kunimitsu,来国光,Tanto,29.1,0.2,2.7,NA,Ubu,3,NA,Hori,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, THZZZ",NA,Sayagaki,,
1162,Rai,Kunimitsu,Mumei [来国光],Tanto,29.1,0,2.7,NA,Suriage,1,NA,Hi,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH1011051",NA,"Koshirae, Koshirae lost 2023",,
1163,Rai,Kunimitsu,来国光,Tanto,28.8,NA,2.9,NA,Ubu,2,9.4,Hi,Juyo 56,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,Koshirae,,
1164,Rai,Kunimitsu,来国光,Tanto,28.6,NA,2.6,NA,Ubu,4,11.1,NA,"Juyo 30, Tokubetsu Juyo 15, Private Europe",Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, TJNZ, NEU",NA,Koshirae,,
1165,Rai,Kunimitsu,来国光,Tanto,28.5,NA,NA,NA,Ubu,1,NA,NA,Kunzan Sayagaki,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 210, TB 215, TB 271, TB 423, TBE 2, KANHI3",NA,Kunzan Sayagaki,,
1166,Rai,Kunimitsu,来国光,Tanto,28.5,NA,NA,NA,Ubu,4,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 320,NA,NA,,
1167,Rai,Kunimitsu,来国光,Tanto,28.4,0,2.3,NA,Ubu,1,10.5,NA,"Juyo 22, Private",Yamashiro,Late Kamakura - Early Nanbokucho,"TB 584k, TB 598, TB 646k, TB 681, TB 690, TB 707, TB 737k, TB 798, JNZ, KKZ, OEYE",NA,NA,,
1168,Rai,Kunimitsu,来国光,Tanto,28.4,0,2.7,NA,Ubu,3,11,Hi,Juyo 55,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,"Koshirae, Honami Origami",,
1169,Rai,Kunimitsu,来国光/ 観応二年六月十三日 (二代),Tanto,28.2,0.2,2.7,NA,Suriage,3,7.7,Hi,Juyo 20,Yamashiro,1351,JNZ,NA,NA,,
1170,Rai,Kunimitsu,来国光,Tanto,28.2,NA,NA,NA,Ubu,2,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 232, TB 343",NA,NA,,
1171,Rai,Kunimitsu,来国光,Tanto,28.1,NA,2.6,NA,Ubu,3,9.6,Hori,Juyo 19,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 169, JNZ, OPL",NA,NA,,
1172,Rai,Kunimitsu,来国光,Tanto,28,NA,2.8,NA,Ubu,2,9.8,Hi,Juyo 12,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1173,Rai,Kunimitsu,来国光,Tanto,28,0,2.4,NA,Ubu,2,NA,Hori,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH1020848",NA,Koshirae,,
1174,Rai,Kunimitsu,来国光,Tanto,27.9,NA,2.5,NA,Suriage,2,9,Hori,Juyo 17,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,NA,,
1175,Rai,Kunimitsu,来国光,Tanto,27.9,NA,NA,NA,Ubu,1,NA,Hi,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 283,NA,NA,,
1176,Rai,Kunimitsu,来国光,Tanto,27.9,NA,NA,NA,Ubu,3,NA,Hi,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 749,NA,NA,,
1177,Rai,Kunimitsu,来国光,Tanto,27.8,0,2.7,NA,Ubu,1,9.7,Hori,"Juyo 23, Tokubetsu Juyo 12",Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, TJNZ",Denrai - Maeda Family,Honami Origami,,
1178,Rai,Kunimitsu,来国光,Tanto,27.8,0,2.7,NA,Ubu,1,10.8,Hi,Juyo 26,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1179,Rai,Kunimitsu,来国光,Tanto,27.7,NA,2.7,NA,Ubu,3,10.6,Hori,"Kokuho, Token Corp",Yamashiro,Late Kamakura,"TB 112f, TB 504f, MKS, KOU, SHO, KYO, SDZ, CUL, KOK, JUBU, TOW, JBRN00166, KOZU, TAI, OEYE","Meito – Uraku Rai Kunimitsu 有楽来国光, Denrai - Toyotomi Hideyori, Genzaburo Uraku, Maeda Toshitsune, Maeda Family",Solid Gold Habaki,,
1180,Rai,Kunimitsu,来国光,Tanto,27.6,NA,NA,NA,Suriage,1,NA,Hi,"Juyo Bunkazai, Hiro Hachiman Jinja",Yamashiro,Late Kamakura - Early Nanbokucho,"JUBU, CUL, JBRN01462, WAK",NA,NA,,
1181,Rai,Kunimitsu,来国光,Tanto,27.6,NA,2.7,NA,Ubu,2,10,Hi,"Juyo Bijutsuhin, Kurokawa Research Institute",Yamashiro,Late Kamakura - Early Nanbokucho,"JUBI, KURO",NA,NA,,
1182,Rai,Kunimitsu,来国光,Tanto,27.6,0,2.6,NA,Ubu,2,11.6,Hori,"Juyo 22, Tokubetsu Juyo 5",Yamashiro,Late Kamakura,"TB 209, TB 214, TB 244, JNZ, TJNZ, KANHI3",Denrai - Maeda Family,Koshirae,,
1183,Rai,Kunimitsu,来国光,Tanto,27.4,NA,2.6,NA,Suriage,3,9.6,NA,Juyo 24,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 235, JNZ",NA,NA,,
1184,Rai,Kunimitsu,来国光,Tanto,27.3,0,2.6,NA,Ubu,4,8.7,Hori,Juyo 41,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1185,Rai,Kunimitsu,来国光,Tanto,27.3,NA,2.6,NA,Ubu,2,10.3,Hori,Juyo 15,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1186,Rai,Kunimitsu,来国光,Tanto,27.3,NA,NA,NA,Ubu,3,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 263,NA,NA,,
1187,Rai,Kunimitsu,来国光,Tanto,27.2,NA,2.6,NA,Ubu,1,NA,Hori,Juyo 51,Yamashiro,Late Kamakura - Early Nanbokucho,OPL,NA,NA,,
1188,Rai,Kunimitsu,Mumei [来国光],Tanto,27.1,0,2.3,NA,Ubu,2,10.3,Hi,Juyo 43,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,NA,,
1189,Rai,Kunimitsu,来国光,Tanto,27,NA,2.3,NA,Suriage,3,10.9,Hi,Juyo 20,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 176, JNZ, KANHI1",NA,NA,,
1190,Rai,Kunimitsu,来国光,Tanto,27,NA,2.2,NA,Ubu,2,10,Hi,Juyo 22,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1191,Rai,Kunimitsu,[Shumei 来国光/ 本阿 (花押) (光忠)],Tanto,27,NA,2.3,NA,Ubu,3,8.2,Hori,Juyo 44,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 248, JNZ",NA,NA,,
1192,Rai,Kunimitsu,来国光,Tanto,27,NA,NA,NA,Ubu,1,NA,Hi,XX,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 587, KKZ",NA,NA,,
1193,Rai,Kunimitsu,来国光,Tanto,27,NA,NA,NA,Ubu,2,NA,Hori,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH152222",NA,NA,,
1194,Rai,Kunimitsu,来国光,Tanto,27,NA,NA,NA,Ubu,3,NA,Hi,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 755,NA,NA,,
1195,Rai,Kunimitsu,来国光,Tanto,27,NA,NA,NA,Suriage,3,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 347,NA,NA,,
1196,Rai,Kunimitsu,来国光,Tanto,26.9,NA,2.4,NA,Suriage,3,11.6,Hori,Juyo 47,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,Koshirae,,
1197,Rai,Kunimitsu,来国光,Tanto,26.8,NA,2.5,NA,Ubu,3,8.9,Hori,Juyo 17,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 344, JNZ",Denrai - Tokugawa Family,NA,,
1198,Rai,Kunimitsu,来国光,Tanto,26.8,NA,2.6,NA,Ubu,2,10.4,Hi,Juyo 61,Yamashiro,Late Kamakura - Early Nanbokucho,OPL,NA,Tanobe Sayagaki,,
1199,Rai,Kunimitsu,来国光,Tanto,26.7,NA,2.5,NA,Ubu,3,10.8,Hi,Juyo 20,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,Koshirae,,
1200,Rai,Kunimitsu,来国光,Tanto,26.6,0,2.6,NA,Ubu,2,8.7,Hi,Juyo 23,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1201,Rai,Kunimitsu,来国光/ 観応二年六月,Tanto,26.5,0,2.6,NA,Suriage,2,8.7,NA,Juyo 16,Yamashiro,1351,"TB 654, JNZ, KKZ, OPL",NA,"Tanobe Sayagaki, Koshirae in 2024",,
1202,Rai,Kunimitsu,Mumei [来国光],Tanto,26.5,NA,2.4,NA,Ubu,1,9.3,Hi,Juyo 56,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,Koshirae,,
1203,Rai,Kunimitsu,来国光,Tanto,26.4,0,2.5,NA,Ubu,2,10.1,Hi,"Juyo Bunkazai, NBTHK",Yamashiro,Late Kamakura,"TB 40f, TB 61f, TB 105, TB 153f, TB 306f, TB 518f, TBE 14, TAN, KOU, SHO, SDZ, JUBU, MEIB, CUL, JBRN01191, KOZU, TAI","Meito – Ikeda Rai Kunimitsu 池田来国光, Denrai - Ikeda Terumasa, Ikeda Family, Maeda Family",NA,,
1204,Rai,Kunimitsu,来国光,Tanto,26.4,NA,2.3,NA,Ubu,3,8.8,Hi,Juyo 14,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 115, JNZ",NA,NA,,
1205,Rai,Kunimitsu,[Shumei 来国光],Tanto,26.4,NA,2.5,NA,Ubu,2,9,Hi,Juyo 21,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 483, JNZ",NA,NA,,
1206,Rai,Kunimitsu,来国光,Tanto,26.4,0,2.5,NA,Ubu,2,9.5,Hi,Juyo 45,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1207,Rai,Kunimitsu,来国光,Tanto,26.3,0,2.6,NA,Suriage,4,9.8,Hori,Juyo 27,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, DTI24",NA,NA,,
1208,Rai,Kunimitsu,来国光,Tanto,26.3,NA,2.6,NA,Ubu,2,10,NA,NBTHK,Yamashiro,Late Kamakura - Early Nanbokucho,TB 561f,Meito – Inaba Rai Kunimitsu 稲葉来国光,NA,,
1209,Rai,Kunimitsu,来国光,Tanto,26.2,0.2,2.6,NA,Suriage,3,7.6,NA,Juyo 24,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,Koshirae,,
1210,Rai,Kunimitsu,来国光上/ 山城国住,Tanto,26.1,NA,NA,NA,Suriage,3,NA,Hi,"Juyo Bijutsuhin, Private Hyogo",Yamashiro,Late Kamakura - Early Nanbokucho,JUBI,NA,NA,,
1211,Rai,Kunimitsu,来国光/ 嘉暦二年十二月日,Tanto,26.1,NA,NA,NA,Ubu,3,NA,Hi,XX,Yamashiro,1327,TB 393,NA,NA,,
1212,Rai,Kunimitsu,来国光,Tanto,26,NA,2.5,NA,Ubu,1,10.6,Hi,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Late Kamakura - Early Nanbokucho,"TB 393f, MKS, JUBI",Denrai - Hosokawa Family,NA,,
1213,Rai,Kunimitsu,来国光,Tanto,26,NA,2.3,NA,Suriage,2,10,Hi,Juyo 17,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1214,Rai,Kunimitsu,来国光,Tanto,26,NA,2.4,NA,Ubu,3,9,Hi,Juyo 21,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1215,Rai,Kunimitsu,来国光/ 嘉暦二年(Cut off),Tanto,25.8,0,2.5,NA,Ubu,3,8.8,Hi,"Juyo 2, Tokubetsu Juyo 17",Yamashiro,1327,"TB 547f, JNZ, TJNZ",Denrai - Date Family,Koshirae,,
1216,Rai,Kunimitsu,来国光,Tanto,25.8,NA,2.5,NA,Ubu,1,9.4,Hi,Juyo 11,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1217,Rai,Kunimitsu,来国光,Tanto,25.8,NA,2.4,NA,Ubu,1,9.2,Hori,Juyo 22,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1218,Rai,Kunimitsu,来国光,Tanto,25.8,NA,2.3,NA,Ubu,1,9.1,Hi,Juyo 45,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,Denrai - Ikeda Family,Tanto Box,,
1219,Rai,Kunimitsu,来国光,Tanto,25.7,0,2.4,NA,Suriage,2,NA,Hi,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH1003452",NA,Koshirae,,
1220,Rai,Kunimitsu,来国光,Tanto,25.6,NA,2.2,NA,Ubu,1,10.9,NA,Juyo 41,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 465k, JNZ, KKZ",NA,NA,,
1221,Rai,Kunimitsu,来国光,Tanto,25.6,NA,2.3,NA,Ubu,1,9.5,Hori,Juyo 46,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1222,Rai,Kunimitsu,来国光,Tanto,25.6,0,2.4,NA,Ubu,3,NA,Hori,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH146592",NA,Koshirae,,
1223,Rai,Kunimitsu,来国光,Tanto,25.6,0,2.3,NA,Suriage,2,9.2,NA,No Paper,Yamashiro,Late Kamakura - Early Nanbokucho,TT79,NA,Honami Sayagaki,,
1224,Rai,Kunimitsu,来国光,Tanto,25.4,NA,2.3,NA,Ubu,3,8.6,NA,"Juyo Bunkazai, Token Corp",Yamashiro,Late Kamakura,"TB 468f, MKS, SDZ, JUBU, TOW, MEIB, CUL, JBRN01645, TAI, TNSE, OEYE","Meito – Shiokawa Rai Kunimitsu 塩川来国光, Denrai - Shiokawa Kunimitsu, Honda Tadamasa, Honda Family",Koshirae,,
1225,Rai,Kunimitsu,来国光/ 元徳二年(Cut off),Tanto,25.4,NA,NA,NA,NA,NA,NA,NA,"Juyo Bunkazai, Private Kanagawa",Yamashiro,1330,"CUL, JBRN01737, KAN",NA,Koshirae,,
1226,Rai,Kunimitsu,来国光,Tanto,25.4,NA,2.3,NA,Ubu,2,10.1,Hi,Juyo 15,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL, DTI22",Denrai - Ikeda Family,Koshirae,,
1227,Rai,Kunimitsu,来国光,Tanto,25.2,NA,2.4,NA,Ubu,3,NA,Hi,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 108k,NA,NA,,
1228,Rai,Kunimitsu,来国光,Tanto,25,0,2.5,NA,Ubu,2,9.7,Hi,Juyo 55,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1229,Rai,Kunimitsu,来国光,Tanto,24.9,0,2.1,NA,Suriage,1,8.9,Hi,Juyo 24,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1230,Rai,Kunimitsu,来国光/ 貞和三年六月二日,Tanto,24.8,0,2.4,NA,Ubu,1,8.7,NA,Juyo 23,Yamashiro,1347,"TB 218, JNZ, KANHI3",NA,Kunzan Sayagaki,,
1231,Rai,Kunimitsu,来国光/ 嘉暦元□□,Tanto,24.7,NA,NA,NA,Suriage,3,NA,NA,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,1326,JUBI,Denrai - Unshu Matsudaira Family,NA,,
1232,Rai,Kunimitsu,来国光,Tanto,24.7,NA,2.3,NA,Ubu,1,10.6,Hi,"Juyo 11, Tokubetsu Juyo 6",Yamashiro,Late Kamakura,"TB 84k, TB 267, TB 311k, JNZ, TJNZ",NA,NA,,
1233,Rai,Kunimitsu,来国光,Tanto,24.6,NA,2.3,NA,Ubu,3,9.6,NA,"Juyo Bunkazai, Sword Museum Technology",Yamashiro,Late Kamakura - Early Nanbokucho,"TB 156k, TB 364f, MKS, JUBU, CUL, JBRN01660, OSA, SMT, TAI",NA,NA,,
1234,Rai,Kunimitsu,来国光,Tanto,24.5,NA,2.1,NA,Ubu,3,10.4,Hi,Juyo 21,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1235,Rai,Kunimitsu,来国光,Tanto,24.1,NA,NA,NA,Ubu,1,NA,Hi,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 256,NA,NA,,
1236,Rai,Kunimitsu,来国光,Tanto,24,NA,2.1,NA,Ubu,2,9.8,Hori,Juyo 42,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1237,Rai,Kunimitsu,[Shumei 来国光],Tanto,23.9,0,2.4,NA,Ubu,3,10.7,Hori,Juyo 28,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1238,Rai,Kunimitsu,来国光,Tanto,23.6,NA,2.1,NA,Ubu,2,10.3,Hi,Imperial Collection or Tokyo National Museum,Yamashiro,Late Kamakura - Early Nanbokucho,MEOS,NA,NA,,
1239,Rai,Kunimitsu,来国光,Tanto,23.6,NA,NA,NA,Ubu,2,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 311,NA,NA,,
1240,Rai,Kunimitsu,来国光,Tanto,23.5,NA,2.1,NA,Ubu,2,9.8,NA,Juyo 24,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1241,Rai,Kunimitsu,来国光,Tanto,23.2,0,2.1,NA,Ubu,1,9,Hi,Juyo 21,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1242,Rai,Kunimitsu,来国光,Tanto,22.9,NA,2.1,NA,Ubu,3,10.8,Hori,Juyo 31,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 409, JNZ",NA,NA,,
1243,Rai,Kunimitsu,来国光,Tanto,22.7,NA,2,NA,Ubu,1,9.2,Hi,"Juyo 19, Tokubetsu Juyo 7",Yamashiro,Late Kamakura - Early Nanbokucho,"TB 306, JNZ, TJNZ",NA,NA,,
1244,Rai,Kunimitsu,来国光,Tanto,22.4,0,2.1,NA,Ubu,3,9,NA,Juyo 22,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,"Kanzan Sayagaki, Koshirae",,
1245,Rai,Kunimitsu,来国光,Tanto,20.8,NA,NA,NA,Ubu,2,NA,NA,"Juyo Bijutsuhin, Private Tokyo",Yamashiro,Late Kamakura - Early Nanbokucho,JUBI,NA,NA,,
1246,Rai,Kunimitsu,来国光,Tanto,NA,NA,NA,NA,Ubu,1,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,KOU,Meito Shuga Rai Kunimitsu,NA,,
1247,Rai,Kunimitsu,来国光,Tanto,NA,NA,NA,NA,NA,NA,NA,NA,"Anjo City Bunkazai, Honsho-ji",Yamashiro,Late Kamakura - Early Nanbokucho,"CBU, ANJC",NA,NA,,
1248,Rai,Kunimitsu,来国光,Ken,NA,0,NA,NA,Ubu,2,NA,Hori,Tokugawa Art Museum,Yamashiro,Late Kamakura - Early Nanbokucho,ONPR,Excavated from the tomb of Tokugawa Mitsutomo,NA,,
1249,Rai,Kunitsugu,来国次,Tachi,82.1,2.5,3.1,2,Ubu,1,22.5,NA,"Juyo Bunkazai, Kaisendo",Yamashiro,Late Kamakura - Early Nanbokucho,"KOZA, SHI, SHO, CUL, JUBU, JBRN01025, YAM, KOZU, TAI",NA,NA,,
1250,Rai,Kunitsugu,来国次,Tachi,78,1.4,3.2,2,Suriage,2,21.4,NA,Juyo 25,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 290, JNZ, OPL, SOMU",NA,Kunzan Sayagaki,,
1251,Rai,Kunitsugu,来国次,Tachi,76.3,3.2,3.1,1.8,Ubu,2,22.8,NA,"Juyo Bunkazai, Private Tokyo",Yamashiro,Late Kamakura,"KYO, SDZ, JUBU, KOZA, CUL, JBRN01739, TAI",Denrai - Tokugawa Family,NA,,
1252,Rai,Kunitsugu,来国次,Tachi,74.1,3.2,2.9,1.9,Ubu,2,20.6,NA,"Juyo 46, Tokubetsu Juyo 17, Private",Yamashiro,Late Kamakura,"TB 249, TB 537, TB 592f, TB 679, TB 690, TB 722k, TB 731, TB 742, TB755k, TB 782, JNZ, TJNZ, MKS, KKZ, FUJI, MASNB",NA,NA,,
1253,Rai,Kunitsugu,□ □ 次 [伝来国次],Tachi,71.6,2.6,3.4,2.5,Suriage,3,21,Hori,"Juyo 26, Token Corp",Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL, TOW",NA,Koshirae,,
1254,Rai,Kunitsugu,来国次,Tachi,71.2,2.4,NA,NA,Suriage,4,NA,NA,XX,Yamashiro,Late Kamakura - Early Nanbokucho,TB 341,NA,NA,,
1255,Rai,Kunitsugu,来国次,Tachi,71,2.5,2.8,1.6,Ubu,2,19,NA,"Juyo 23, Tokubetsu Juyo 5, Sano Art Museum",Yamashiro,Late Kamakura,"JNZ, TJNZ, SJ",NA,NA,,
1256,Rai,Kunitsugu,来国次[Kiritsuke 丹波守吉道摺上之],Tachi,69.9,1.8,3,2.1,Suriage,1,NA,NA,"Juyo Bijutsuhin, Private Hyogo",Yamashiro,Late Kamakura - Early Nanbokucho,"JUBI, OPL",NA,NA,,
1257,Rai,Kunitsugu,来国次,Tachi,69.7,2.5,2.9,2.1,Suriage,4,18.2,NA,"Juyo 5, Tokubetsu Juyo 9",Yamashiro,Late Kamakura,"TB 390, TB 394f, JNZ, TJNZ, MKS",Denrai - Yanagisawa Family,NA,,
1258,Rai,Kunitsugu,来国(Cut off) [来国次],Tachi,68.2,2.7,2.8,2,Suriage,2,16.8,NA,Juyo 17,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 340, JNZ, OPL",NA,NA,,
1259,Rai,Kunitsugu,来国次,Tachi,67.8,1.8,2.9,2.1,Suriage,2,20.1,Hori,Juyo 20,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 405, JNZ",NA,NA,,
1260,Rai,Kunitsugu,Mumei [伝来国次],Katana,74.4,2,3,2.2,Suriage,3,17.4,NA,"Juyo 19, Tokubetsu Juyo 23",Yamashiro,Late Kamakura,"JNZ, TJNZ, OPL, DTI24",NA,Kanzan Sayagaki,,
1261,Rai,Kunitsugu,Mumei [来国次],Katana,74.2,2.7,2.9,2,Suriage,3,19.9,Hi,Juyo 67,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1262,Rai,Kunitsugu,Mumei [伝来国次],Katana,73.6,1.8,3.1,2.1,Suriage,2,18.4,Hi,Juyo 25,Yamashiro,Late Kamakura - Early Nanbokucho,"TB 295, JNZ",NA,NA,,
1263,Rai,Kunitsugu,Mumei [伝来国次],Katana,73,2,3.3,2.3,Suriage,2,20.7,NA,Juyo 19,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1264,Rai,Kunitsugu,Mumei [伝来国次],Katana,72.9,1.6,3,2,Suriage,3,21.2,Hi,Juyo 52,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1265,Rai,Kunitsugu,Mumei [来国次] [Kinzogan 正徳五乙未年十二月廿一日 切手/ 夕イ々々土壇払 大町膳左衛門] (Juyo 22 Mumei [二字国俊]),Katana,72,1.7,3.2,2,Suriage,4,21.5,NA,"Juyo 22, Tokubetsu Juyo 3",Yamashiro,Late Kamakura,"TB 212, JNZ, TJNZ, KANHI3",NA,Kunzan Sayagaki,,
1266,Rai,Kunitsugu,Mumei [伝来国次],Katana,71.8,2.4,2.8,2,Suriage,3,20.6,Hi,Juyo 26,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1267,Rai,Kunitsugu,Mumei [伝来国次],Katana,71.6,2,3.4,2.7,Suriage,2,18.6,Hi,Juyo 27,Yamashiro,Late Kamakura - Early Nanbokucho,"JNZ, OPL",NA,Tanobe Sayagaki,,
1268,Rai,Kunitsugu,Mumei [来国次],Katana,71.5,2.2,3.6,2.3,Suriage,2,20.2,Hi,"Juyo XX, Tokubetsu Juyo 27",Yamashiro,Late Kamakura - Early Nanbokucho,TJNZ,NA,NA,,
1269,Rai,Kunitsugu,Mumei [伝来国次],Katana,71.3,2.3,NA,NA,Suriage,2,NA,Hi,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH1022354",NA,Koshirae,,
1270,Rai,Kunitsugu,Mumei [伝来国次],Katana,71.2,2.2,2.9,2,Suriage,3,18.4,Hi,Juyo 29,Yamashiro,Late Kamakura - Early Nanbokucho,JNZ,NA,NA,,
1271,Rai,Kunitsugu,Mumei [来国次],Katana,71.2,1.3,3.1,2.1,Suriage,1,NA,Hi,Tokubetsu Hozon,Yamashiro,Late Kamakura - Early Nanbokucho,"OPL, TH1016753, DTI23",NA,Kunzan Sayagaki,,
